Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,Avg_VTAT,Avg_CTAT,Cancelled_Rides_by_Customer,Reason_for_cancelling_by_Customer,Cancelled_Rides_by_Driver,Reason_for_cancelling_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Ride_Distance,Driver_Ratings,Customer_Rating
2025-04-19,04:31:00,CNR1376329,Cancelled by Customer,644199,Prime SUV,Area 33,Area 34,,,1,Change of plans,0,,0,,,,,
2025-04-27,05:37:00,CNR7136517,Success,445870,Prime SUV,Area 15,Area 19,2.91,4.24,0,,0,,0,,690.03,21.08,3.4,3.5
2025-04-18,01:08:00,CNR7797786,Success,526409,Bike,Area 4,Area 10,9.81,3.76,0,,0,,0,,97.99,24.56,4.1,4.9
2025-04-28,10:28:00,CNR1627090,Success,165731,Prime Sedan,Area 13,Area 42,4.68,9.81,0,,0,,0,,307.2,21.39,3.2,3.6
2025-04-16,13:03:00,CNR7899714,Other,390954,Prime Sedan,Area 36,Area 28,,,0,,0,,0,,,,,
2025-04-30,01:44:00,CNR6341494,Success,532270,Prime SUV,Area 5,Area 38,9.82,5.93,0,,0,,0,,399.96,11.37,4.2,4.5
2025-04-29,12:45:00,CNR4396799,Success,605964,Bike,Area 32,Area 49,3.95,11.44,0,,0,,0,,494.84,10.01,4.3,4.6
2025-04-12,16:16:00,CNR2892687,Success,254792,Bike,Area 2,Area 22,4.41,5.87,0,,0,,0,,1203.49,19.09,4.9,4.9
2025-04-11,15:17:00,CNR4431516,Success,961363,Prime Sedan,Area 22,Area 49,6.1,7.12,0,,0,,0,,209.29,15.24,3.1,4.7
2025-04-18,04:27:00,CNR8257814,Success,797124,eBike,Area 1,Area 7,6.23,6.84,0,,0,,0,,106.66,17.03,3.6,3.9
2025-04-06,00:34:00,CNR5501781,Success,467048,Auto,Area 33,Area 20,4.55,10.96,0,,0,,0,,609.04,12.39,3.9,3.1
2025-04-17,13:56:00,CNR4825482,Incomplete,976895,Prime Sedan,Area 21,Area 29,,,0,,0,,1,Vehicle Breakdown,,,,
2025-04-29,21:26:00,CNR6748683,Success,850505,Mini,Area 20,Area 48,2.1,11.91,0,,0,,0,,290.9,11.74,4.4,4.2
2025-04-09,09:23:00,CNR9454843,Success,501318,Prime Plus,Area 30,Area 50,4.15,7.92,0,,0,,0,,491.47,5.92,3.8,3.5
2025-04-01,19:53:00,CNR7987185,Success,438528,Bike,Area 27,Area 16,2.32,6.55,0,,0,,0,,99.08,11.96,3.2,4.6
2025-04-22,11:12:00,CNR7618480,Cancelled by Driver,890667,Prime SUV,Area 31,Area 12,,,0,,1,More than permitted people in there,0,,,,,
2025-04-05,13:54:00,CNR0100133,Incomplete,479020,Prime SUV,Area 35,Area 42,,,0,,0,,1,Customer Demand,,,,
2025-04-08,22:09:00,CNR9850248,Incomplete,820669,Mini,Area 32,Area 36,,,0,,0,,1,Vehicle Breakdown,,,,
2025-04-10,10:59:00,CNR9018133,Success,329252,Auto,Area 33,Area 25,5.21,11.01,0,,0,,0,,102.8,4.05,4.6,4.6
2025-04-04,23:15:00,CNR3181009,Success,514678,Mini,Area 21,Area 44,7.28,11.44,0,,0,,0,,1200.45,4.27,3.6,3.5
2025-04-18,15:02:00,CNR0364435,Success,744484,Prime Plus,Area 8,Area 30,3.48,7.73,0,,0,,0,,90.2,22.51,3.2,3.9
2025-04-13,03:56:00,CNR2993656,Success,675289,Prime SUV,Area 10,Area 42,3.92,9.39,0,,0,,0,,708.22,13.59,4.4,4.3
2025-04-22,22:44:00,CNR9523167,Cancelled by Driver,482290,Mini,Area 29,Area 47,,,0,,1,Personal & Car related issues,0,,,,,
2025-04-20,05:14:00,CNR3909486,Success,281736,Auto,Area 35,Area 47,5.28,7.06,0,,0,,0,,1004.36,14.86,4.5,3.9
2025-04-06,19:17:00,CNR1549035,Success,129862,Auto,Area 25,Area 34,2.99,5.91,0,,0,,0,,1004.61,13.75,4.2,4.9
2025-04-30,23:16:00,CNR5252463,Cancelled by Driver,989025,eBike,Area 40,Area 26,,,0,,1,Personal & Car related issues,0,,,,,
2025-04-11,10:30:00,CNR4896908,Cancelled by Driver,644394,Mini,Area 30,Area 4,,,0,,1,Personal & Car related issues,0,,,,,
2025-04-08,09:45:00,CNR1729656,Success,188580,Prime Sedan,Area 31,Area 36,2.89,7.69,0,,0,,0,,604.28,12.76,5,3.2
2025-04-28,11:46:00,CNR3819951,Success,471072,Prime Sedan,Area 6,Area 48,4.14,3.96,0,,0,,0,,103.03,3.8,3,4.6
2025-04-22,16:20:00,CNR7103965,Cancelled by Driver,927101,Prime Sedan,Area 47,Area 28,,,0,,1,Customer related issue,0,,,,,
2025-04-14,16:16:00,CNR5576149,Cancelled by Driver,977925,eBike,Area 37,Area 44,,,0,,1,The customer was coughing/sick,0,,,,,
2025-04-01,18:04:00,CNR9779317,Success,279346,Mini,Area 25,Area 22,8.28,6.57,0,,0,,0,,198.47,13.88,3.3,4.7
2025-04-25,16:26:00,CNR8546488,Success,599532,eBike,Area 1,Area 8,5.41,9.8,0,,0,,0,,300.31,12.15,3.6,4.8
2025-04-27,07:39:00,CNR9994703,Cancelled by Driver,441789,Mini,Area 45,Area 49,,,0,,1,Customer related issue,0,,,,,
2025-04-14,08:57:00,CNR5846918,Cancelled by Driver,462031,Bike,Area 8,Area 27,,,0,,1,The customer was coughing/sick,0,,,,,
2025-04-01,10:52:00,CNR0983474,Success,100206,Prime Sedan,Area 46,Area 43,4.86,4.13,0,,0,,0,,308.62,16.17,4.1,4
2025-04-05,20:27:00,CNR8378948,Success,831315,Prime SUV,Area 15,Area 6,5.25,6.93,0,,0,,0,,602.62,18.48,3.6,4.5
2025-04-20,19:11:00,CNR9882705,Success,907612,Prime Plus,Area 11,Area 35,3.38,4.95,0,,0,,0,,997.98,9.92,4.5,4.1
2025-04-05,17:49:00,CNR6984624,Cancelled by Driver,918249,Prime Plus,Area 39,Area 46,,,0,,1,Customer related issue,0,,,,,
2025-04-16,08:26:00,CNR8273324,Incomplete,926800,Bike,Area 3,Area 33,,,0,,0,,1,Other Issue,,,,
2025-04-12,05:10:00,CNR1287901,Success,610048,Bike,Area 42,Area 15,4.65,5.62,0,,0,,0,,1006.17,8.84,3.5,3.1
2025-04-26,10:06:00,CNR4239041,Success,148650,Mini,Area 41,Area 10,9,11.15,0,,0,,0,,999.82,20.96,3.4,3.8
2025-04-21,00:59:00,CNR7661277,Cancelled by Driver,654626,eBike,Area 11,Area 12,,,0,,1,Customer related issue,0,,,,,
2025-04-27,00:50:00,CNR8515890,Cancelled by Customer,943844,Prime SUV,Area 34,Area 18,,,1,Wrong Address,0,,0,,,,,
2025-04-15,09:49:00,CNR1862232,Other,292040,eBike,Area 1,Area 3,,,0,,0,,0,,,,,
2025-04-27,18:59:00,CNR4502147,Success,946986,Bike,Area 26,Area 44,2.98,6.77,0,,0,,0,,791.09,22.33,3.9,3.7
2025-04-19,14:03:00,CNR2876911,Cancelled by Driver,532048,Prime Sedan,Area 30,Area 8,,,0,,1,The customer was coughing/sick,0,,,,,
2025-04-10,08:57:00,CNR4573393,Success,854510,Auto,Area 13,Area 32,5.23,8.48,0,,0,,0,,199.74,14.76,3.5,3.8
2025-04-19,20:46:00,CNR3017673,Incomplete,452150,Bike,Area 21,Area 27,,,0,,0,,1,Other Issue,,,,
2025-04-15,04:19:00,CNR0166809,Incomplete,863960,Auto,Area 44,Area 31,,,0,,0,,1,Other Issue,,,,
2025-04-06,13:32:00,CNR6512111,Success,635727,Bike,Area 25,Area 10,3.01,8.12,0,,0,,0,,809.15,10.16,3.2,4.7
2025-04-26,13:22:00,CNR9163545,Success,155899,Prime Sedan,Area 1,Area 45,9.45,7,0,,0,,0,,607.2,15.8,3.2,4.6
2025-04-16,13:20:00,CNR0917967,Cancelled by Driver,990173,Prime Plus,Area 29,Area 1,,,0,,1,More than permitted people in there,0,,,,,
2025-04-21,16:12:00,CNR4411956,Incomplete,403488,Prime Sedan,Area 9,Area 43,,,0,,0,,1,Other Issue,,,,
2025-04-07,10:57:00,CNR2310949,Cancelled by Driver,429159,Prime Sedan,Area 5,Area 33,,,0,,1,More than permitted people in there,0,,,,,
2025-04-21,09:34:00,CNR7197017,Success,592689,Auto,Area 14,Area 12,3.84,5.36,0,,0,,0,,390.57,11.03,4.5,3.6
2025-04-18,15:03:00,CNR0639238,Cancelled by Customer,238763,Prime SUV,Area 50,Area 5,,,1,Change of plans,0,,0,,,,,
2025-04-18,03:32:00,CNR5577091,Success,192783,Bike,Area 19,Area 29,8.97,8.09,0,,0,,0,,195.11,6.7,4.9,4.9
2025-04-17,14:46:00,CNR0659546,Success,867340,Prime SUV,Area 32,Area 42,4.99,4.68,0,,0,,0,,195.05,4.79,4.2,3.1
2025-04-26,20:46:00,CNR4763115,Success,147336,Bike,Area 15,Area 1,6.14,12,0,,0,,0,,600.84,24.42,3.5,3.1
2025-04-17,07:15:00,CNR2644837,Success,961593,Auto,Area 16,Area 21,2.91,9.54,0,,0,,0,,608.72,18.53,4.9,3.5
2025-04-12,00:03:00,CNR7089089,Success,837686,Prime Plus,Area 21,Area 7,7.3,3.4,0,,0,,0,,597.66,6.34,3.8,3.4
2025-04-11,13:30:00,CNR8743254,Success,314674,Prime Plus,Area 40,Area 25,2.63,10.67,0,,0,,0,,200.73,2.68,3.1,4.8
2025-04-06,13:04:00,CNR6977796,Success,826096,eBike,Area 19,Area 30,3.04,3.9,0,,0,,0,,1209.3,16.25,3.3,4.1
2025-04-29,00:45:00,CNR8324433,Success,219035,Auto,Area 36,Area 4,4.9,11.87,0,,0,,0,,495.91,14.79,4.9,4.8
2025-04-26,16:09:00,CNR9495239,Success,581866,Mini,Area 35,Area 35,9.15,11.78,0,,0,,0,,1197.03,19.77,4,3.5
2025-04-14,03:52:00,CNR0576946,Success,111235,Mini,Area 29,Area 2,9.67,10.91,0,,0,,0,,502.91,12.9,5,3.9
2025-04-22,12:25:00,CNR4520771,Success,823410,Mini,Area 33,Area 50,4.77,4.86,0,,0,,0,,503.18,19.27,4.8,3.9
2025-04-11,22:43:00,CNR2890166,Cancelled by Driver,520102,Mini,Area 14,Area 30,,,0,,1,Personal & Car related issues,0,,,,,
2025-04-15,07:39:00,CNR2225055,Cancelled by Driver,187834,Prime SUV,Area 22,Area 9,,,0,,1,Personal & Car related issues,0,,,,,
2025-04-29,09:37:00,CNR0363986,Success,736952,eBike,Area 37,Area 25,2.15,6.55,0,,0,,0,,590.17,15.37,4,4.6
2025-04-05,04:52:00,CNR4095777,Success,582859,eBike,Area 6,Area 42,8.84,3.25,0,,0,,0,,991.99,23.08,4.7,4.1
2025-04-10,22:02:00,CNR4859425,Cancelled by Customer,487296,Prime SUV,Area 49,Area 14,,,1,Driver asked to cancel,0,,0,,,,,
2025-04-18,15:07:00,CNR2699233,Success,167945,Prime Plus,Area 12,Area 29,6.04,4.56,0,,0,,0,,195.66,16.77,3.7,4.4
2025-04-22,06:11:00,CNR4214043,Incomplete,185622,Prime SUV,Area 34,Area 30,,,0,,0,,1,Customer Demand,,,,
2025-04-15,00:59:00,CNR5162163,Success,760902,Mini,Area 12,Area 35,8.41,10.47,0,,0,,0,,299.11,22,3.1,3.5
2025-04-29,19:17:00,CNR6708831,Success,544593,Mini,Area 10,Area 6,6.31,6.56,0,,0,,0,,592.24,9.41,4.7,4
2025-04-09,02:24:00,CNR5232700,Cancelled by Driver,357674,Mini,Area 33,Area 31,,,0,,1,Personal & Car related issues,0,,,,,
2025-04-29,10:17:00,CNR0680339,Success,461361,Mini,Area 2,Area 41,2.45,9.71,0,,0,,0,,206.34,16.93,3.3,4.3
2025-04-25,07:46:00,CNR0370626,Success,384452,Bike,Area 34,Area 43,3.43,8.19,0,,0,,0,,291.08,10.44,4.8,3.4
2025-04-14,01:28:00,CNR9133383,Other,375433,Prime SUV,Area 33,Area 24,,,0,,0,,0,,,,,
2025-04-01,22:52:00,CNR9064990,Success,753507,Prime SUV,Area 24,Area 13,4.23,4.47,0,,0,,0,,393.48,21.42,4.2,4.9
2025-04-25,08:32:00,CNR9714570,Cancelled by Driver,278245,Mini,Area 42,Area 22,,,0,,1,More than permitted people in there,0,,,,,
2025-04-05,20:02:00,CNR1520977,Cancelled by Driver,957171,Auto,Area 7,Area 4,,,0,,1,The customer was coughing/sick,0,,,,,
2025-04-09,14:51:00,CNR1833328,Success,809935,eBike,Area 40,Area 27,7.27,7.76,0,,0,,0,,508.65,2.34,4.5,4.1
2025-04-06,12:30:00,CNR6511230,Cancelled by Driver,685806,Prime Plus,Area 25,Area 32,,,0,,1,Customer related issue,0,,,,,
2025-04-05,06:32:00,CNR2718471,Success,785099,Bike,Area 4,Area 4,8.17,9.83,0,,0,,0,,692.27,3.21,3.3,3.8
2025-04-28,18:29:00,CNR8629815,Cancelled by Driver,507861,Mini,Area 41,Area 37,,,0,,1,The customer was coughing/sick,0,,,,,
2025-04-12,23:18:00,CNR1149857,Success,797937,Prime Sedan,Area 30,Area 8,2.75,9.66,0,,0,,0,,605.03,20.98,3.4,4.5
2025-04-06,15:55:00,CNR6800782,Success,649016,eBike,Area 20,Area 44,5.38,8.29,0,,0,,0,,796.79,9.37,4,4.9
2025-04-23,11:06:00,CNR7136061,Cancelled by Driver,805075,eBike,Area 32,Area 34,,,0,,1,More than permitted people in there,0,,,,,
2025-04-13,13:53:00,CNR7795135,Success,178626,Prime Plus,Area 5,Area 22,6.83,11.87,0,,0,,0,,698.65,24.95,4.9,3.6
2025-04-10,16:02:00,CNR1827490,Other,225829,Prime Sedan,Area 38,Area 21,,,0,,0,,0,,,,,
2025-04-22,04:46:00,CNR4620017,Success,995956,eBike,Area 42,Area 6,6.05,8.55,0,,0,,0,,592.47,20.2,3.4,3.6
2025-04-30,07:05:00,CNR0912194,Cancelled by Customer,401299,eBike,Area 36,Area 7,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2025-04-17,01:14:00,CNR4698719,Success,855044,Prime Sedan,Area 13,Area 42,9.46,4.08,0,,0,,0,,391.98,7.55,4.1,3.2
2025-04-25,19:13:00,CNR0707974,Other,112530,Mini,Area 24,Area 2,,,0,,0,,0,,,,,
2025-04-24,09:10:00,CNR4320370,Success,761610,Prime Sedan,Area 13,Area 32,7.11,11.11,0,,0,,0,,1195.41,13.25,4.1,3.9
2025-04-09,23:51:00,CNR5283364,Success,448875,Bike,Area 15,Area 28,3.16,7.6,0,,0,,0,,1191.08,21.03,4.5,3.6
2025-04-06,19:51:00,CNR4542884,Cancelled by Driver,185822,Auto,Area 26,Area 47,,,0,,1,Personal & Car related issues,0,,,,,
2025-04-14,14:51:00,CNR9013171,Success,332714,Mini,Area 3,Area 20,7.43,11.77,0,,0,,0,,1198.55,19.34,3.9,4.3
2025-04-27,17:21:00,CNR6124090,Cancelled by Driver,196693,Auto,Area 43,Area 37,,,0,,1,The customer was coughing/sick,0,,,,,
2025-04-06,08:11:00,CNR8856237,Cancelled by Driver,863467,Prime Sedan,Area 15,Area 27,,,0,,1,Personal & Car related issues,0,,,,,
2025-04-24,10:52:00,CNR9134206,Success,478498,Mini,Area 37,Area 32,7.13,6.38,0,,0,,0,,197.25,20.33,4,4.6
2025-04-12,21:59:00,CNR6099265,Success,771424,Bike,Area 25,Area 19,7.65,11.14,0,,0,,0,,709.71,6.43,3.9,4.3
2025-04-16,01:48:00,CNR9385728,Success,389785,Mini,Area 44,Area 23,3.55,10.57,0,,0,,0,,498.1,4.26,4.5,4.2
2025-04-20,08:40:00,CNR2350695,Success,881264,eBike,Area 14,Area 28,2.57,5.66,0,,0,,0,,1199.01,23.26,3.4,4.8
2025-04-01,02:52:00,CNR5148464,Success,153751,eBike,Area 5,Area 35,5.68,11.98,0,,0,,0,,406.36,13.23,3.3,3.6
2025-04-08,08:09:00,CNR8154986,Success,120219,Mini,Area 6,Area 28,3.65,7.24,0,,0,,0,,98.56,4.6,3,3.2
2025-04-14,22:46:00,CNR8694966,Success,376347,Mini,Area 48,Area 24,5.83,10.43,0,,0,,0,,308.55,22.03,3.1,3.5
2025-04-29,18:02:00,CNR1030797,Success,541707,Auto,Area 5,Area 27,5.57,8.29,0,,0,,0,,202.22,10.81,4.8,4.1
2025-04-20,16:28:00,CNR2504033,Cancelled by Customer,725204,Prime SUV,Area 27,Area 35,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2025-04-29,05:41:00,CNR8739584,Success,177882,Mini,Area 11,Area 32,4.49,5.39,0,,0,,0,,303.11,16.88,4.4,4.7
2025-04-29,21:08:00,CNR1883706,Success,345932,Bike,Area 25,Area 13,5.38,6.3,0,,0,,0,,200.6,16.39,4.1,5
2025-04-04,10:13:00,CNR7247164,Cancelled by Driver,438250,Auto,Area 46,Area 18,,,0,,1,The customer was coughing/sick,0,,,,,
2025-04-20,11:01:00,CNR9100984,Incomplete,582713,eBike,Area 11,Area 47,,,0,,0,,1,Other Issue,,,,
2025-04-06,07:05:00,CNR5591842,Success,916788,eBike,Area 7,Area 50,3.41,7.17,0,,0,,0,,992.18,18.64,3.7,3.6
2025-04-24,04:43:00,CNR7576903,Success,716844,Bike,Area 37,Area 20,3.17,3.31,0,,0,,0,,91.26,22.25,4,4.9
2025-04-14,11:41:00,CNR0290902,Success,853325,Prime Sedan,Area 46,Area 9,4.85,3.23,0,,0,,0,,399.55,10.06,4.8,4.6
2025-04-25,08:52:00,CNR8065662,Cancelled by Driver,756245,Prime Sedan,Area 8,Area 10,,,0,,1,The customer was coughing/sick,0,,,,,
2025-04-16,13:32:00,CNR9480884,Success,661705,Mini,Area 42,Area 16,5.4,9.13,0,,0,,0,,204.91,6.55,4.2,4.3
2025-04-18,02:11:00,CNR7577114,Cancelled by Customer,400966,Auto,Area 43,Area 22,,,1,Driver asked to cancel,0,,0,,,,,
2025-04-12,23:05:00,CNR9401027,Cancelled by Customer,172613,eBike,Area 20,Area 35,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2025-04-09,03:42:00,CNR4491851,Success,398604,Bike,Area 14,Area 25,7.52,5.33,0,,0,,0,,92.35,5.15,4.3,4.7
2025-04-13,02:36:00,CNR9778919,Success,759049,Auto,Area 46,Area 3,2.31,10.87,0,,0,,0,,702.18,23.71,4.7,4.3
2025-04-13,10:01:00,CNR7784413,Success,732643,Auto,Area 43,Area 49,9.48,3.21,0,,0,,0,,1197.63,17.49,4.6,4.8
2025-04-26,11:43:00,CNR0403690,Success,281030,Prime Sedan,Area 19,Area 48,4.93,7.99,0,,0,,0,,999.41,5.01,3.9,4
2025-04-23,02:52:00,CNR2747057,Success,464243,Auto,Area 11,Area 36,3.38,8.84,0,,0,,0,,196.91,5.98,4.3,4.9
2025-04-06,15:45:00,CNR6888002,Success,848647,eBike,Area 4,Area 46,6.52,11.6,0,,0,,0,,1197.49,24.4,3.6,3.8
2025-04-08,11:42:00,CNR2318932,Success,790991,Prime Plus,Area 2,Area 3,9.47,9.97,0,,0,,0,,400.99,16.43,4.8,3.1
2025-04-09,20:25:00,CNR1059959,Success,428879,Prime Plus,Area 35,Area 26,6.21,9.86,0,,0,,0,,96.17,22.82,4,3
2025-04-21,19:16:00,CNR8463729,Other,341668,eBike,Area 23,Area 33,,,0,,0,,0,,,,,
2025-04-15,07:49:00,CNR5536079,Cancelled by Driver,272045,eBike,Area 37,Area 49,,,0,,1,The customer was coughing/sick,0,,,,,
2025-04-18,10:34:00,CNR7798354,Success,301249,Mini,Area 30,Area 5,4.38,6.41,0,,0,,0,,607.27,24.51,3.4,3.9
2025-04-26,08:38:00,CNR8546825,Incomplete,348111,Auto,Area 29,Area 11,,,0,,0,,1,Other Issue,,,,
2025-04-08,10:58:00,CNR2535333,Success,367108,Bike,Area 24,Area 29,6.13,8.37,0,,0,,0,,497.05,18.55,3.1,3.8
2025-04-07,01:55:00,CNR2886607,Success,889221,eBike,Area 33,Area 25,8.28,11.86,0,,0,,0,,190.77,14.35,4.8,4.6
2025-04-03,17:43:00,CNR4791331,Cancelled by Customer,744799,eBike,Area 29,Area 26,,,1,Wrong Address,0,,0,,,,,
2025-04-24,10:24:00,CNR1168130,Success,320278,Auto,Area 2,Area 5,5.08,4.26,0,,0,,0,,200.08,4.91,3.3,3.4
2025-04-27,16:05:00,CNR1091827,Cancelled by Driver,800103,eBike,Area 46,Area 47,,,0,,1,More than permitted people in there,0,,,,,
2025-04-20,21:26:00,CNR5317795,Other,290088,Prime Plus,Area 3,Area 26,,,0,,0,,0,,,,,
2025-04-23,13:08:00,CNR8012481,Success,321876,Mini,Area 12,Area 7,5.02,10.78,0,,0,,0,,95.57,7.3,4.7,3.8
2025-04-11,04:24:00,CNR5037024,Other,178815,eBike,Area 36,Area 40,,,0,,0,,0,,,,,
2025-04-10,09:40:00,CNR5186858,Cancelled by Driver,945032,Auto,Area 30,Area 5,,,0,,1,The customer was coughing/sick,0,,,,,
2025-04-22,03:21:00,CNR9789065,Success,498754,Prime Sedan,Area 20,Area 36,6.6,5.38,0,,0,,0,,204.9,4.46,3.8,4.9
2025-04-07,16:51:00,CNR8803718,Cancelled by Driver,594428,Auto,Area 35,Area 6,,,0,,1,The customer was coughing/sick,0,,,,,
2025-04-24,20:36:00,CNR9931282,Incomplete,969198,Prime Plus,Area 50,Area 27,,,0,,0,,1,Vehicle Breakdown,,,,
2025-04-15,00:08:00,CNR2509518,Success,642031,eBike,Area 4,Area 20,8.26,10.73,0,,0,,0,,795.9,6.02,4.1,4.9
2025-04-23,01:59:00,CNR7043783,Success,606462,Auto,Area 9,Area 35,9.44,9.29,0,,0,,0,,1209.9,14.29,4.4,3.4
2025-04-18,13:53:00,CNR7289366,Success,811719,Bike,Area 45,Area 26,7.07,9.17,0,,0,,0,,506.96,9.37,4.3,5
2025-04-04,04:22:00,CNR3264323,Success,933226,Auto,Area 8,Area 9,3.75,7.57,0,,0,,0,,407.07,20.89,3.5,3.4
2025-04-26,15:58:00,CNR1490932,Success,328507,Bike,Area 31,Area 27,5.59,10.09,0,,0,,0,,700.43,6.97,3,4.9
2025-04-16,19:58:00,CNR1366664,Success,124289,Bike,Area 13,Area 39,9.23,7.14,0,,0,,0,,90.17,24.51,3.2,3.7
2025-04-04,23:45:00,CNR1279775,Cancelled by Customer,214640,Prime Plus,Area 6,Area 15,,,1,Driver asked to cancel,0,,0,,,,,
2025-04-07,05:34:00,CNR7138180,Success,585188,Auto,Area 29,Area 1,4.95,6.8,0,,0,,0,,797.14,18.5,3.8,4.6
2025-04-07,12:17:00,CNR6704475,Other,529516,Bike,Area 41,Area 3,,,0,,0,,0,,,,,
2025-04-18,23:12:00,CNR7528076,Cancelled by Driver,161830,Mini,Area 28,Area 26,,,0,,1,Customer related issue,0,,,,,
2025-04-02,01:29:00,CNR5414705,Success,212058,Auto,Area 43,Area 38,9.12,8.48,0,,0,,0,,93.42,19.02,3.9,4.8
2025-04-26,23:38:00,CNR1209343,Success,427683,Bike,Area 30,Area 20,4.53,11.19,0,,0,,0,,1202.24,20.11,4.5,3.6
2025-04-24,15:26:00,CNR6212334,Incomplete,553929,Bike,Area 22,Area 5,,,0,,0,,1,Customer Demand,,,,
2025-04-06,15:02:00,CNR1209692,Success,210742,Auto,Area 16,Area 15,2.87,7.05,0,,0,,0,,799.26,21.25,5,4.2
2025-04-08,07:58:00,CNR3358009,Cancelled by Customer,827926,Prime Plus,Area 30,Area 48,,,1,Driver is not moving towards pickup location,0,,0,,,,,
2025-04-22,04:35:00,CNR0377503,Success,395097,Prime Sedan,Area 18,Area 41,5.75,3.17,0,,0,,0,,299.49,14.9,3.8,4.2
2025-04-23,00:54:00,CNR7691079,Success,600628,Auto,Area 38,Area 17,9.76,9.1,0,,0,,0,,390.85,22.68,3.8,4.3
2025-04-10,11:56:00,CNR5299546,Success,244107,Auto,Area 25,Area 27,4.12,6.46,0,,0,,0,,304.02,15.4,3.7,3.9
2025-04-03,14:15:00,CNR4177133,Incomplete,343735,Auto,Area 11,Area 6,,,0,,0,,1,Other Issue,,,,
2025-04-16,00:06:00,CNR2030108,Success,780254,Prime Sedan,Area 17,Area 33,8.13,4.69,0,,0,,0,,307.11,4.89,4.3,3.6
2025-04-07,21:38:00,CNR9440055,Success,886881,Mini,Area 5,Area 45,9.97,11.51,0,,0,,0,,195.61,3.93,4.2,3
2025-04-03,01:11:00,CNR1615633,Success,634738,Auto,Area 40,Area 3,9.42,10.83,0,,0,,0,,201.75,14.95,4.6,5
2025-04-20,17:49:00,CNR7075777,Success,134318,Bike,Area 46,Area 47,4.86,9.36,0,,0,,0,,1196.45,16.47,4.1,4.6
2025-04-26,09:50:00,CNR6123183,Cancelled by Driver,435202,Prime Plus,Area 40,Area 29,,,0,,1,The customer was coughing/sick,0,,,,,
2025-04-29,16:30:00,CNR5254890,Incomplete,149097,Auto,Area 16,Area 9,,,0,,0,,1,Other Issue,,,,
2025-04-27,08:52:00,CNR9752430,Incomplete,270672,Bike,Area 39,Area 37,,,0,,0,,1,Other Issue,,,,
2025-04-28,14:53:00,CNR0575266,Cancelled by Customer,350021,Bike,Area 14,Area 41,,,1,Change of plans,0,,0,,,,,
2025-04-06,03:01:00,CNR8697525,Cancelled by Driver,688635,Auto,Area 5,Area 20,,,0,,1,Customer related issue,0,,,,,
2025-04-18,02:35:00,CNR0131890,Cancelled by Customer,239143,Prime Sedan,Area 50,Area 38,,,1,Change of plans,0,,0,,,,,
2025-04-23,08:34:00,CNR0311266,Cancelled by Customer,135368,Auto,Area 48,Area 44,,,1,AC is not working,0,,0,,,,,
2025-04-24,16:59:00,CNR3844385,Cancelled by Driver,959879,Prime Sedan,Area 12,Area 48,,,0,,1,Personal & Car related issues,0,,,,,
2025-04-06,14:53:00,CNR8866981,Success,420460,Auto,Area 9,Area 30,4.22,10.06,0,,0,,0,,603.93,11.85,4.6,3.7
2025-04-14,02:17:00,CNR1271152,Success,294616,Bike,Area 41,Area 47,7.47,10.3,0,,0,,0,,195.5,14.31,4,4.1
2025-04-08,03:00:00,CNR9034784,Other,261161,Prime SUV,Area 9,Area 1,,,0,,0,,0,,,,,
2025-04-23,23:34:00,CNR8463677,Success,582518,Mini,Area 1,Area 42,2.78,4.27,0,,0,,0,,101.73,8.92,3.2,4.6
2025-04-27,00:36:00,CNR1367440,Cancelled by Driver,599995,Bike,Area 5,Area 15,,,0,,1,Customer related issue,0,,,,,
2025-04-29,07:23:00,CNR4785963,Success,373348,Prime Plus,Area 7,Area 31,6.91,7.82,0,,0,,0,,205.36,7.64,4,5
2025-04-28,11:51:00,CNR2328446,Cancelled by Customer,934676,eBike,Area 42,Area 50,,,1,Change of plans,0,,0,,,,,
2025-04-11,04:05:00,CNR3593920,Success,899058,eBike,Area 1,Area 18,4.83,8.88,0,,0,,0,,99.5,21.49,3.2,4
2025-04-27,16:43:00,CNR4550577,Success,628075,Prime SUV,Area 6,Area 29,5.59,5.89,0,,0,,0,,692.95,14.86,4.3,4.4
2025-04-23,00:51:00,CNR5302742,Incomplete,426431,Prime Sedan,Area 7,Area 47,,,0,,0,,1,Vehicle Breakdown,,,,
2025-04-14,05:30:00,CNR9131843,Cancelled by Customer,500340,Auto,Area 4,Area 11,,,1,AC is not working,0,,0,,,,,
2025-04-10,00:01:00,CNR4143233,Success,406458,Prime Sedan,Area 31,Area 22,6.13,7.25,0,,0,,0,,190.73,11.25,3.9,4.6
2025-04-05,07:52:00,CNR6011634,Success,871040,Prime SUV,Area 14,Area 47,8.64,8.47,0,,0,,0,,708.38,10.84,4.8,4.3
2025-04-29,05:12:00,CNR9840915,Other,252486,Prime Plus,Area 2,Area 41,,,0,,0,,0,,,,,
2025-04-20,10:25:00,CNR4891360,Success,655233,Prime Sedan,Area 37,Area 42,5.07,6.59,0,,0,,0,,698.4,1.07,3.7,3.6
